Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2681,P2213-110,Program Management Support,Program support costs to monitor and execute the program.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,7.086,0,0,0,0,7.086,7.086,04/01/2012,13:31:42,P2213-110
007-000002166,55,7,Department of Defense,Advanced Field Artillery Tactical Data System,2669,P2166-101,AFATDS Capability Set 13-14 (V6.8),"A multi-service joint and combined forces Fire Support Battle Command system.  The system pairs targets to weapons to provide optimum use of fire support assets and timely execution of fire missions.  The system automates the planning, coordinating & controlling of all fire support assets.",28/02/2010,17/12/2012,,,23.4,-98,-14.87,0,0,15.6,15.6,20/01/2012,13:04:56,P2166-101
007-000002166,55,7,Department of Defense,Advanced Field Artillery Tactical Data System,2670,P2166-102,AFATDS Capability Set 15-16 (V6.8.X),"A multi-service joint and combined forces Fire Support Battle Command system.  The system pairs targets to weapons to provide optimum use of fire support assets and timely execution of fire missions.  The system automates the planning, coordinating & controlling of all fire support assets.",26/03/2012,15/03/2015,,,59.1,0,0,0,0,19.7,19.7,20/01/2012,13:04:56,P2166-102
007-000003146,56,7,Department of Defense,Consolidated Afloat Networks Enterprise Service,2682,P3146-101,Engineering and Manufacturing Development,"Supports operational assessment (OA), completion of regulatory and statutory requirements for Milestone (MS) C, and initial CANES installation aboard a Guided Missile Destroyer (DDG) platform.  OA is required to achieve MS C.  The first DDG installation is required to perform and complete Initial Operational Test and Evaluation (IOT&E), which is required to achieve Full Deployment Decision (FDD).",04/03/2010,29/06/2012,29/06/2012,29/06/2012,161.841,-63,-7.43,4.715,4.01,117.691,112.976,13/03/2012,12:32:16,P3146-101
007-000003146,56,7,Department of Defense,Consolidated Afloat Networks Enterprise Service,2683,P3146-102,Limited Deployment,Limited Deployment (LD) Contract Award after a down-select to single CANES design. Includes follow-on effort to procure LD fielding units and all associated production activities.,31/01/2012,31/12/2013,31/12/2013,31/12/2013,569.976,0,0,0,0,196.602,196.602,29/02/2012,11:51:51,P3146-102
007-000003538,57,7,Department of Defense,Next Generation Enterprise Network,2684,P3538-101,Next Generation Enterprise Network (NGEN) - Transition from NMCI to NGEN,"Next Generation Enterprise Network (NGEN) is an enterprise network which will provide secure, net-centric data and services to Navy and Marine personnel and represents the continuous evolution of information technology at the Department of Navy. NGEN forms the foundation for the DON''s future Naval Network Environment that will be interoperable with and leverage other Department of Defense-provided Net-Centric Enterprise Services.  As the successor to the Navy Marine Corps Internet (NMCI), is being developed to provide increased Navy command and control through ownership of the network and decrease costs through competition of various segments of the operation instead of a single service contract.  This project encompasses the transition from NMCI to NGEN.",10/08/2009,30/04/2014,22/02/2012,12/11/2012,1252.364,-264,-42.04,7.8,100,7.8,0,11/05/2012,07:17:09,P3538-101
007-000004035,58,7,Department of Defense,"DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM, REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM, AND COMMON ACCESS CARD",2687,P4035-101,"Cyber Identity, Monitoring, & Enforcement",Expand the DMDC classified environment to provide a high availability environment in collaboration with DoD partners.,16/09/2011,30/09/2014,,,1.85,0,0,0,0,0.916,0.916,02/04/2012,09:35:52,P4035-101
007-000004035,58,7,Department of Defense,"DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM, REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM, AND COMMON ACCESS CARD",2688,P4035-102,T3 Transition Requirements,"Develop and execute enrollment, operations, and customer service improvements, as well as the security mandates, management controls and transition requirements for T3.",16/06/2011,30/04/2013,,,15.56,0,0,0,0,15.56,15.56,07/03/2012,07:25:01,P4035-102
007-000004035,58,7,Department of Defense,"DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM, REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM, AND COMMON ACCESS CARD",3043,P4035-103,RAPIDS Lifecycle Refresh,"Implement a lifecycle refresh on RAPIDS, upgrading the operating system from Window XP to Windows 7.  This upgrade will require on-site worlwide implementation.",02/04/2012,30/09/2013,,,3.99,0,0,0,0,3.99,3.99,07/03/2012,07:25:01,P4035-103
007-000005070,59,7,Department of Defense,GLOBAL COMBAT SUPPORT SYSTEM - ARMY,2692,P5070-101,Global Combat Support System- Army,"GCSS-Army will modernize logistics by implementing best business practices to streamline supply operations, maintenance operations, property accountability, logistics management and integration procedures. In this project, the Program will proceed to a Full Deployment Decision (FDD) and seek permission to deploy the GCSS-Army ERP Solution Wave I to the Army Supply Support Activities (SSA)s. Wave I deployment will provide the supply functionality to the SSAs necessary to enable the future deployment of GCSS-Army Release 1.1 to subordinate tactical units. Release 1.2 will complete its Plan/Analyze Phase and begin its Design/Build Phase. Release 1.2 will add a disconnected capability to the baseline and added Financial Capabilities.",12/10/2000,30/09/2027,,,4153.75,0,0,3.058,1.19,257.98,254.922,15/03/2012,12:32:00,P5070-101
007-000006046,60,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - MARITIME (GCCS-M),2695,P6046-101,Global Command and Control System - Maritime (GCCS-M) Procurement and Fielding,"Procure associated software licenses and install GCCS-M on 18 Group/Unit Level ships and 4 Force Level ships, as well as provide associated logistics support and initial training efforts.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,5.938,0,0,0,0,5.937,5.937,03/01/2012,11:07:26,P6046-101
007-000006046,60,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - MARITIME (GCCS-M),2696,P6046-102,GCCS-M Increment 2 Group Level Software Development,"Development, integration, and testing of GCCS-M Increment 2 software for Group Level ships.",02/10/2011,30/09/2012,30/09/2012,30/09/2012,17.58,0,0,0,0,17.58,17.58,16/01/2012,09:44:35,P6046-102
007-000003855,61,7,Department of Defense,Virtual Interactive Processing System,2685,P3855-101,Virtual Interactive Processing System (VIPS),"The Virtual Interactive Processing System (VIPS) will modernize and automate the Information Technology (IT) capabilities for qualifying Applicants into the Military Service during wartime, peacetime, and mobilization.  VIPS will enable a responsive, flexible and efficient means to qualify Applicants to meet manpower resource requirements for the uniformed Services, Coast Guard, and National Guard routine and contingency operations.  VIPS will be the future accessioning system to be used by the US Military Entrance Processing Command (USMEPCOM) and will replace their legacy system, USMEPCOM Integrated Resource System (USMIRS).  USMEPCOM serves as the single entry point for determining the physical, aptitude, and conduct qualifications of candidates for enlistment.  VIPS will provide the capability to electronically acquire, process, store, secure, and seamlessly share personnel data across the Accessions Community of Interest (ACOI).  When fully implemented, VIPS will reduce the cycle time required to induct enlistees to meet the needs of Homeland Defense, reduce the number of visits to the Military Entrance Processing Stations (MEPS), reduce manual data entry errors, and reduce attrition through better pre-screening practices.  The implementation of a Modular Open System Architecture (MOSA) approach will enable accession data to be securely available to applicants and ACOI partners such as Recruiting and Training Commands, Defense Manpower Data Center (DMDC), Military Health System, Human Resource Management (HRM), and Defense Travel Management Office (DTMO).  VIPS will support compliance with Department of Defense (DoD) direction for a net-centric environment and take advantage of automated data capture technology, e.g., medical equipment with the capability to capture and electronically transmit exam results.  The accessioning system of the future will be location independent, virtually paper-free, and automated to assist with bringing the right people at the right time to operational commanders.  The VIPS Program has not yet been baselined.",30/09/2004,30/09/2025,,,554.696,-184,-18.33,22.785,34.59,65.87,43.085,23/02/2012,10:30:18,P3855-101
007-000006189,63,7,Department of Defense,JOINT PRECISION APPROACH AND LANDING SYSTEM,2698,P6189-101,Joint Precision Approach and Landing System (JPALS) Increment 1A,"The Joint Precision Approach and Landing System (JPALS) program is a Joint Program with Tri-Service partners for acquisition of JPALS including the Navy Program Executive Office, Tactical (PEO(T))/Program Manager, Air (PMA213), Patuxent River, MD, Air Force (653rd Electronic Systems Wing (653 ELSW)), Hanscom Air Force Base (AFB), MA), and Army (PEO Aviation, Redstone Arsenal, AL). JPALS is a Global Positioning System (GPS)-based precision approach and landing system that will replace several aging and obsolete aircraft landing systems with a family of systems that is more affordable and will function in more operational environments, and support all Department of Defense (DoD) Land and Sea Based applications. The National Defense Strategy of the United States of America calls for highly mobile forces that can rapidly respond to crises worldwide. Success in meeting this challenge requires the ability to land aviation assets virtually anywhere, at any time. JPALS will provide this capability by being rapidly deployable, survivable and interoperable among the U.S. Services and with U.S. allies, as well as with civil aircraft and landing facilities. JPALS will eventually support unmanned and highly automated aircraft, and will be able to operate during restricted Emission Control (EMCON) conditions.The approved JPALS Acquisition Strategy has acquisition broken into seven increments, based on technology maturity and Service needs. Increment 1 Sea Based JPALS is separated into two phases; Increment 1A ship based systems and Increment 1B aircraft integration. Navy is the lead for Increments 1A and 1B only.",15/09/2008,30/06/2014,30/06/2014,30/06/2014,1274.29,0,0,0,0,1274.29,1274.29,26/10/2011,09:10:45,P6189-101
007-000006190,64,7,Department of Defense,JTRS - GROUND MOBILE RADIOS,2699,P6190-101,JTRS- Ground Mobile Radios,"The JTRS GMR is the next-generation tactical vehicular radio for use by the Army, Air Force and Marine Corps.",30/01/2002,15/08/2048,,,6872.256,0,0,0,0,1511.36,1511.36,07/03/2012,07:27:24,P6190-101
007-000006170,65,7,Department of Defense,Mission Planning Systems (Increment III),2697,P6170-101,Sustainment of Platform MPEs,Sustainment of Platform MPEs.,01/03/2010,01/03/2014,,,3.6,0,0,0,0,2.8,2.8,26/10/2011,09:10:44,P6170-101
007-000006191,66,7,Department of Defense,AF NC3-MEECN Modernization,2801,P6191-101,Minuteman MEECN Program Upgrade (MMP-U),"Provides ICBM forces with survivable, reliable and secure VLF/LF and AEHF connectivity from the President.  MMP-U also provides enhanced operator terminal control to allow the missile crew to switch between satellites.",15/01/2005,30/12/2015,,,209.5,0,0,0,0,73.966,73.966,31/10/2011,07:48:18,P6191-101
007-000006191,66,7,Department of Defense,AF NC3-MEECN Modernization,2802,P6191-102,Global Aircrew Strategic Network Terminal (Global ASNT),"NC2 system replacing existing mission-deficient unsustainable systems at bomber, tanker and reconnaissance wing command posta and mobile support teams. Provides an AEHF, VLF/LF and UHF aircrew alerting system.",01/10/2011,30/12/2020,30/09/2012,30/09/2012,638.7,0,0,0,0,16.391,16.391,31/10/2011,07:48:18,P6191-102
007-000006312,69,7,Department of Defense,DEFENSE TRAVEL SYSTEM,2701,P6312-101,Operations and Sustainment,"Personnel, facilities, equipment, tools, materials, supervision and other items and services needed to operate and sustain the Defense Travel System.",05/09/2010,04/09/2012,,,51.42,0,0,0,0,51.42,51.42,29/02/2012,11:38:47,P6312-101
007-000006312,69,7,Department of Defense,DEFENSE TRAVEL SYSTEM,2702,P6312-102,DTS Production Environment Development,"Personnel, facilities, equipment, tools, materials, supervision, and other items and services, as needed to analyze and develop proposed functionality, interfaces or technology insertion in the DTS.",03/01/2011,04/09/2012,,,8.869,0,0,0,0,8.869,8.869,29/02/2012,11:24:02,P6312-102
